classname,field name 1,value 1,field name 2,value 2,field name 3,value 3
DC_finds_pottery_decoration,name,Polychrome ,german_name,Polychrom,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,Red on white ,german_name,Rot auf weiß  ,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,Rippled ,german_name,Wellig,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,Stroke-and pattern burnished,german_name,Strich- und mustergeglättet,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,White on red ,german_name,Weiß auf rot ,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,White ,german_name,Weiß ,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,White on black,german_name,Weiß auf schwarz ,region,Cyclades/Central Greece/Epirus - Northwestern Greece/Ionian Islands/Peloponnese/Western Greece
DC_finds_pottery_decoration,name,Barbotine ,german_name,Barbotineverziert,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Black on red ,german_name,Schwarz auf rot ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Black topped ,german_name,“Black topped”/mit schwarzem Rand,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Brown on buff ,german_name,Braun auf hell,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Brown on red ,german_name,Braun auf rot ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Brown on cream ,german_name,Braun auf beige ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Burnished ,german_name,Geglättet,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Channeled ,german_name,Gerillt,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Coarse ,german_name,Grob,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Excised ,german_name,Ware mit ausgeschnittenem Dekor,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Excised-with-graphite ,german_name,Ware mit ausgeschnittenem Dekor und Graphitbemalung,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Galepsos ware,german_name,Galepsos-Ware,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Graphite painted,german_name,Graphitbemalt,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Gray lustre ,german_name,Grauer Glanzton,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Grooved ,german_name,Kanneliert,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Grooved with graphite ,german_name,"Kanneliert, mit Graphitbemalung",region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Incised ,german_name,Ritzverziert,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Matt brown on white ,german_name,"Matt bemalt, braun auf weiß ",region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Orange on orange ,german_name,Orange auf orange ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Plastic Decoration,german_name,Plastischer Dekor,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Polychrome,german_name,Polychrom,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Red crusted ,german_name,Rot inkrustiert,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Red on brown ,german_name,Rot auf braun ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Red on white ,german_name,Rot auf weiß ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Red slipped ,german_name,Ware mit rotem Überzug,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Rippled ,german_name,Wellig,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Rusticated,german_name,rustiziert,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Shell stamped,german_name,Mit einer Muschel gestempelt,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,White on red ,german_name,Weiß auf rot ,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Applied disc,german_name,Angesetzte Scheiben,region,Eastern Macedonia/Western Macedonia/Central Macedonia/Thrace
DC_finds_pottery_decoration,name,Barbotine ,german_name,Barbotineverziert,region,Crete
DC_finds_pottery_decoration,name,Brushed ,german_name,Gebürstet,region,Crete
DC_finds_pottery_decoration,name,Burnished ,german_name,Geglättet,region,Crete
DC_finds_pottery_decoration,name,Coarse ,german_name,Grob,region,Crete
DC_finds_pottery_decoration,name,Granulata ware,german_name,Granulata Ware/ Ware mit Granulatdekor,region,Crete
DC_finds_pottery_decoration,name,Grooved ,german_name,Kanneliert,region,Crete
DC_finds_pottery_decoration,name,Incised ,german_name,Ritzverziert,region,Crete
DC_finds_pottery_decoration,name,Incised-Pointillé decoration,german_name,Ritzverzierter-Pointillé Dekor,region,Crete
DC_finds_pottery_decoration,name,Monochrome ,german_name,Monochrom,region,Crete
DC_finds_pottery_decoration,name,Painted ,german_name,Bemalt,region,Crete
DC_finds_pottery_decoration,name,Pattern burnished ,german_name,Politurmusterverziert,region,Crete
DC_finds_pottery_decoration,name,Pattern jabbed ,german_name,Eingedrückter Musterdekor,region,Crete
DC_finds_pottery_decoration,name,Pellet decoration,german_name,Granulatdekor,region,Crete
DC_finds_pottery_decoration,name,Plastic cordon decoration,german_name,Plastischer Banddekor,region,Crete
DC_finds_pottery_decoration,name,Plastic Decoration,german_name,Plastischer Dekor,region,Crete
DC_finds_pottery_decoration,name,Pointillé decoration,german_name,Pointillé Dekor,region,Crete
DC_finds_pottery_decoration,name,Polished,german_name,Poliert,region,Crete
DC_finds_pottery_decoration,name,Punched,german_name,Lochdekor,region,Crete
DC_finds_pottery_decoration,name,Red on buff,german_name,Rot auf hell,region,Crete
DC_finds_pottery_decoration,name,Rippled burnished,german_name,Wellig geglättet,region,Crete
DC_finds_pottery_decoration,name,Rippled ,german_name,Wellig,region,Crete
DC_finds_pottery_decoration,name,Scored ,german_name,Eingekerbt,region,Crete
DC_finds_pottery_decoration,name,Scribble burnished ,german_name,Geschmiergeglättet,region,Crete
DC_finds_pottery_decoration,name,Single jabbed,german_name,Einzeln eingedrückter Musterdekor,region,Crete
DC_finds_pottery_decoration,name,Wiped ,german_name,Wischdekor,region,Crete
