fullname,region,pottery_type,name,reference,pages,filename
.\pottery\Thessaly\Form\Thessaly__Carinated_Bowl__Hauptmann_1981__taf21_fig5.jpg,Thessaly,Form,Carinated_Bowl,9KUZXP33,taf21_fig5,Thessaly__Carinated_Bowl__Hauptmann_1981__taf21_fig5.jpg
.\pottery\Thessaly\Form\Thessaly__Cheese_Pot__Weisshaar_1989__taf62_fig4.jpg,Thessaly,Form,Cheese_Pot,G7MRJ8EQ,taf62_fig4,Thessaly__Cheese_Pot__Weisshaar_1989__taf62_fig4.jpg
.\pottery\Thessaly\Form\Thessaly__Collared_Jar__Papathanassopoulos_1996__p260_fig111.jpg,Thessaly,Form,Collared_Jar,56BZVM8K,p260_fig111,Thessaly__Collared_Jar__Papathanassopoulos_1996__p260_fig111.jpg
.\pottery\Thessaly\Form\Thessaly__Cup__Papathanassopoulos_1996__p255_fig101.jpg,Thessaly,Form,Cup,56BZVM8K,p255_fig101,Thessaly__Cup__Papathanassopoulos_1996__p255_fig101.jpg
.\pottery\Thessaly\Form\Thessaly__Dimini_Bowl__Theocharis_1973__p122_fig59.jpg,Thessaly,Form,Dimini_Bowl,R4FG67SM,p122_fig59,Thessaly__Dimini_Bowl__Theocharis_1973__p122_fig59.jpg
.\pottery\Thessaly\Form\Thessaly__Fruitstand__Mottier_1981__taf7.jpg,Thessaly,Form,Fruitstand,DUPF6N22,taf7,Thessaly__Fruitstand__Mottier_1981__taf7.jpg
.\pottery\Thessaly\Form\Thessaly__Globular_Jar__Papathanassopoulos_1996__p259_fig110.jpg,Thessaly,Form,Globular_Jar,56BZVM8K,p259_fig110,Thessaly__Globular_Jar__Papathanassopoulos_1996__p259_fig110.jpg
.\pottery\Thessaly\Form\Thessaly__Hole_Mouthed_Jar__Theocharis_1973__p69_fig26.jpg,Thessaly,Form,Hole_Mouthed_Jar,R4FG67SM,p69_fig26,Thessaly__Hole_Mouthed_Jar__Theocharis_1973__p69_fig26.jpg
.\pottery\Thessaly\Form\Thessaly__Jug__Papathanassopoulos_1996__p257_fig106.jpg,Thessaly,Form,Jug,56BZVM8K,p257_fig106,Thessaly__Jug__Papathanassopoulos_1996__p257_fig106.jpg
.\pottery\Thessaly\Form\Thessaly__Ladle__Theocharis_1973__p312_fig213.jpg,Thessaly,Form,Ladle,R4FG67SM,p312_fig213,Thessaly__Ladle__Theocharis_1973__p312_fig213.jpg
.\pottery\Thessaly\Form\Thessaly__Lamp__Theocharis_1973__p312_fig216.jpg,Thessaly,Form,Lamp,R4FG67SM,p312_fig216,Thessaly__Lamp__Theocharis_1973__p312_fig216.jpg
.\pottery\Thessaly\Form\Thessaly__Pithos__Weisshaar_1989__taf15.jpg,Thessaly,Form,Pithos,G7MRJ8EQ,taf15,Thessaly__Pithos__Weisshaar_1989__taf15.jpg
.\pottery\Thessaly\Form\Thessaly__Scoop__Papathanassopoulos_1996__p263_fig116.jpg,Thessaly,Form,Scoop,56BZVM8K,p263_fig116,Thessaly__Scoop__Papathanassopoulos_1996__p263_fig116.jpg
.\pottery\Thessaly\Form\Thessaly__Tripod__Theocharis_1973__p312_fig214.jpg,Thessaly,Form,Tripod,R4FG67SM,p312_fig214,Thessaly__Tripod__Theocharis_1973__p312_fig214.jpg
.\pottery\Thessaly\Form\Thessaly__Tulip_Shaped_Beaker__Papathanassopoulos_1996__p255_fig102.jpg,Thessaly,Form,Tulip_Shaped_Beaker,56BZVM8K,p255_fig102,Thessaly__Tulip_Shaped_Beaker__Papathanassopoulos_1996__p255_fig102.jpg
