fullname,region,pottery_type,name,reference,pages,filename
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Red_Crusted__Renfrew_1986__colorplC_fig16.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Red_Crusted,XGJHPHUN,colorplC_fig16.tif,Macedonia_Thrace__Red_Crusted__Renfrew_1986__colorplC_fig16.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Red_On_White__Renfrew_1986__colorplC_fig25.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Red_On_White,XGJHPHUN,colorplC_fig25.tif,Macedonia_Thrace__Red_On_White__Renfrew_1986__colorplC_fig25.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Red_Slipped__Renfrew_1986__colorplC_fig17.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Red_Slipped,XGJHPHUN,colorplC_fig17.tif,Macedonia_Thrace__Red_Slipped__Renfrew_1986__colorplC_fig17.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Rippled__Renfrew_1986__colorplC_fig20.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Rippled,XGJHPHUN,colorplC_fig20.tif,Macedonia_Thrace__Rippled__Renfrew_1986__colorplC_fig20.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Rusticated__Renfrew_1986__colorplC_fig8.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Rusticated,XGJHPHUN,colorplC_fig8.tif,Macedonia_Thrace__Rusticated__Renfrew_1986__colorplC_fig8.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Shell_Stamped__Renfrew_1986__pl13_fig6.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Shell_Stamped,XGJHPHUN,pl13_fig6.tif,Macedonia_Thrace__Shell_Stamped__Renfrew_1986__pl13_fig6.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Smeared__Renfrew_1986__colorplC_fig10.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Smeared,XGJHPHUN,colorplC_fig10.tif,Macedonia_Thrace__Smeared__Renfrew_1986__colorplC_fig10.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__Smooth_Ware__Renfrew_1986__colorplC_fig7.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,Smooth_Ware,XGJHPHUN,colorplC_fig7.tif,Macedonia_Thrace__Smooth_Ware__Renfrew_1986__colorplC_fig7.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Decoration\Macedonia_Thrace__White_On_Red__Renfrew_1986__colorplC_fig24.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Decoration,White_On_Red,XGJHPHUN,colorplC_fig24.tif,Macedonia_Thrace__White_On_Red__Renfrew_1986__colorplC_fig24.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Flat_Base__Keighley_1986__p385_fig11.16.2.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Flat_Base,W5MJ72W9,p385_fig11.16.2.tif,Macedonia_Thrace__Flat_Base__Keighley_1986__p385_fig11.16.2.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__High_Strap_Handle__Keighley_1986__p375_fig11.6.15.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,High_Strap_Handle,W5MJ72W9,p375_fig11.6.15.tif,Macedonia_Thrace__High_Strap_Handle__Keighley_1986__p375_fig11.6.15.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Horned_Strap_Handle__Keighley_1986__p384_fig11.15.7.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Horned_Strap_Handle,W5MJ72W9,p384_fig11.15.7.tif,Macedonia_Thrace__Horned_Strap_Handle__Keighley_1986__p384_fig11.15.7.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Knobbed_Handle__Keighley_1986__p377_fig11.8.9.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Knobbed_Handle,W5MJ72W9,p377_fig11.8.9.tif,Macedonia_Thrace__Knobbed_Handle__Keighley_1986__p377_fig11.8.9.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Knob__Keighley_1986__p386_fig11.17.11.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Knob,W5MJ72W9,p386_fig11.17.11.tif,Macedonia_Thrace__Knob__Keighley_1986__p386_fig11.17.11.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Ledge_Lug__Keighley_1986__p377_fig11.8.3.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Ledge_Lug,W5MJ72W9,p377_fig11.8.3.tif,Macedonia_Thrace__Ledge_Lug__Keighley_1986__p377_fig11.8.3.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Leg__Keighley_1986__p387_fig11.18.2.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Leg,W5MJ72W9,p387_fig11.18.2.tif,Macedonia_Thrace__Leg__Keighley_1986__p387_fig11.18.2.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Mushroom_Handle__Keighley_1986__p375_fig11.6.1.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Mushroom_Handle,W5MJ72W9,p375_fig11.6.1.tif,Macedonia_Thrace__Mushroom_Handle__Keighley_1986__p375_fig11.6.1.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Pedestal_Base__Keighley_1986__p379_fig11.10.13.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Pedestal_Base,W5MJ72W9,p379_fig11.10.13.tif,Macedonia_Thrace__Pedestal_Base__Keighley_1986__p379_fig11.10.13.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Pedestal__Keighley_1986__p379_fig11.10.3.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Pedestal,W5MJ72W9,p379_fig11.10.3.tif,Macedonia_Thrace__Pedestal__Keighley_1986__p379_fig11.10.3.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Prong_Handle__Keighley_1986__p375_fig11.6.10.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Prong_Handle,W5MJ72W9,p375_fig11.6.10.tif,Macedonia_Thrace__Prong_Handle__Keighley_1986__p375_fig11.6.10.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Rim_Attachement__Keighley_1986__p371_fig11.2.1.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Rim_Attachement,W5MJ72W9,p371_fig11.2.1.tif,Macedonia_Thrace__Rim_Attachement__Keighley_1986__p371_fig11.2.1.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Spout__Keighley_1986__p377_fig11.8.11.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Spout,W5MJ72W9,p377_fig11.8.11.tif,Macedonia_Thrace__Spout__Keighley_1986__p377_fig11.8.11.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Strap_Handle__Keighley_1986__p384_fig11.15.6.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Strap_Handle,W5MJ72W9,p384_fig11.15.6.tif,Macedonia_Thrace__Strap_Handle__Keighley_1986__p384_fig11.15.6.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Tab_Handle__Keighley_1986__p377_fig11.8.4.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Tab_Handle,W5MJ72W9,p377_fig11.8.4.tif,Macedonia_Thrace__Tab_Handle__Keighley_1986__p377_fig11.8.4.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__V_Shaped_Spout__Keighley_1986__p387_fig11.18.4.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,V_Shaped_Spout,W5MJ72W9,p387_fig11.18.4.tif,Macedonia_Thrace__V_Shaped_Spout__Keighley_1986__p387_fig11.18.4.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Detail\Macedonia_Thrace__Wishbone_Handle__Keighley_1986__p384_fig11.15.2.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Detail,Wishbone_Handle,W5MJ72W9,p384_fig11.15.2.tif,Macedonia_Thrace__Wishbone_Handle__Keighley_1986__p384_fig11.15.2.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Amphora__Papathanassopoulos_1996__p247_fig79.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Amphora,56BZVM8K,p247_fig79.tif,Macedonia_Thrace__Amphora__Papathanassopoulos_1996__p247_fig79.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Bowl__Papathanassopoulos_1996__p250_fig86.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Bowl,56BZVM8K,p250_fig86.tif,Macedonia_Thrace__Bowl__Papathanassopoulos_1996__p250_fig86.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Cup__Renfrew_1986__pl11_fig1.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Cup,XGJHPHUN,pl11_fig1.tif,Macedonia_Thrace__Cup__Renfrew_1986__pl11_fig1.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Jar__Papathanassopoulos_1996__p249_fig85.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Jar,56BZVM8K,p249_fig85.tif,Macedonia_Thrace__Jar__Papathanassopoulos_1996__p249_fig85.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Jug__Theocharis_1973__p127_fig65.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Jug,R4FG67SM,p127_fig65.tif,Macedonia_Thrace__Jug__Theocharis_1973__p127_fig65.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Lid__Theocharis_1973__p316_fig231.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Lid,R4FG67SM,p316_fig231.tif,Macedonia_Thrace__Lid__Theocharis_1973__p316_fig231.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Pithos__Renfrew_1986__pl13_fig2.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Pithos,XGJHPHUN,pl13_fig2.tif,Macedonia_Thrace__Pithos__Renfrew_1986__pl13_fig2.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Plate__Renfrew_1986__pl39_fig4.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Plate,XGJHPHUN,pl39_fig4.tif,Macedonia_Thrace__Plate__Renfrew_1986__pl39_fig4.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Pyxis__Renfrew_1986__pl13_fig4.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Pyxis,XGJHPHUN,pl13_fig4.tif,Macedonia_Thrace__Pyxis__Renfrew_1986__pl13_fig4.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Scoop__Renfrew_1986__pl93_figleft_down.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Scoop,XGJHPHUN,pl93_figleft_down.tif,Macedonia_Thrace__Scoop__Renfrew_1986__pl93_figleft_down.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Sieve__Renfrew_1986__pl93_figleft_up.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Sieve,XGJHPHUN,pl93_figleft_up.tif,Macedonia_Thrace__Sieve__Renfrew_1986__pl93_figleft_up.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Stand__Renfrew_1986__plB_fig4.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Stand,XGJHPHUN,plB_fig4.tif,Macedonia_Thrace__Stand__Renfrew_1986__plB_fig4.tif
.\pottery\Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace\Form\Macedonia_Thrace__Tripod__Renfrew_1986__pl66_1b.tif,Eastern Macedonia_Western Macedonia_Central Macedonia_Thrace,Form,Tripod,XGJHPHUN,pl66_1b.tif,Macedonia_Thrace__Tripod__Renfrew_1986__pl66_1b.tif
".\pottery\Thessaly\Decoration\Thessaly__Black_And_Red_On_White__Alram_2015__pl63_figI,3-022.tif",Thessaly,Decoration,Black_And_Red_On_White,PWAE9N9I,"pl63_figI,3-022.tif","Thessaly__Black_And_Red_On_White__Alram_2015__pl63_figI,3-022.tif"
".\pottery\Thessaly\Decoration\Thessaly__Black_And_White_On_Red__Alram_2015__pl73_figI,3-053.tif",Thessaly,Decoration,Black_And_White_On_Red,PWAE9N9I,"pl73_figI,3-053.tif","Thessaly__Black_And_White_On_Red__Alram_2015__pl73_figI,3-053.tif"
.\pottery\Thessaly\Decoration\Thessaly__Black_Burnished_Larisa__Alram_1991__colorpl4_figa.tif,Thessaly,Decoration,Black_Burnished_Larisa,QUH9G5V3,colorpl4_figa.tif,Thessaly__Black_Burnished_Larisa__Alram_1991__colorpl4_figa.tif
".\pottery\Thessaly\Decoration\Thessaly__Black_Burnished_With_Channeled_Decoration__Alram_2015__pl55_figI,4-029.tif",Thessaly,Decoration,Black_Burnished_With_Channeled_Decoration,PWAE9N9I,"pl55_figI,4-029.tif","Thessaly__Black_Burnished_With_Channeled_Decoration__Alram_2015__pl55_figI,4-029.tif"
".\pottery\Thessaly\Decoration\Thessaly__Black_Burnished_With_White_Paint__Alram_2015__pl55_figI,17-004.tif",Thessaly,Decoration,Black_Burnished_With_White_Paint,PWAE9N9I,"pl55_figI,17-004.tif","Thessaly__Black_Burnished_With_White_Paint__Alram_2015__pl55_figI,17-004.tif"
".\pottery\Thessaly\Decoration\Thessaly__Black_On_Red__Alram_2015__pl67_figI,2-224.tif",Thessaly,Decoration,Black_On_Red,PWAE9N9I,"pl67_figI,2-224.tif","Thessaly__Black_On_Red__Alram_2015__pl67_figI,2-224.tif"
".\pottery\Thessaly\Decoration\Thessaly__Black_On_White__Alram_2015__pl66_figI,4-252.tif",Thessaly,Decoration,Black_On_White,PWAE9N9I,"pl66_figI,4-252.tif","Thessaly__Black_On_White__Alram_2015__pl66_figI,4-252.tif"
".\pottery\Thessaly\Decoration\Thessaly__Black_Pattern_Burnished__Alram_2015__pl55_figI,5-005.tif",Thessaly,Decoration,Black_Pattern_Burnished,PWAE9N9I,"pl55_figI,5-005.tif","Thessaly__Black_Pattern_Burnished__Alram_2015__pl55_figI,5-005.tif"
".\pottery\Thessaly\Decoration\Thessaly__Brown_On_Buff__Alram_2015__pl62_figI,Gr2-004.tif",Thessaly,Decoration,Brown_On_Buff,PWAE9N9I,"pl62_figI,Gr2-004.tif","Thessaly__Brown_On_Buff__Alram_2015__pl62_figI,Gr2-004.tif"
.\pottery\Thessaly\Decoration\Thessaly__Brown_On_Cream__Alram_2015__pl75_figOF-048.tif,Thessaly,Decoration,Brown_On_Cream,PWAE9N9I,pl75_figOF-048.tif,Thessaly__Brown_On_Cream__Alram_2015__pl75_figOF-048.tif
.\pottery\Thessaly\Decoration\Thessaly__Crusted__Papathanassopoulos_1996__p264_fig118.tif,Thessaly,Decoration,Crusted,56BZVM8K,p264_fig118.tif,Thessaly__Crusted__Papathanassopoulos_1996__p264_fig118.tif
.\pottery\Thessaly\Decoration\Thessaly__Grey_On_Grey__Alram_1991__colorpl3_figc.tif,Thessaly,Decoration,Grey_On_Grey,QUH9G5V3,colorpl3_figc.tif,Thessaly__Grey_On_Grey__Alram_1991__colorpl3_figc.tif
.\pottery\Thessaly\Decoration\Thessaly__Impresso__Alram_1991__colorpl2_figa.tif,Thessaly,Decoration,Impresso,QUH9G5V3,colorpl2_figa.tif,Thessaly__Impresso__Alram_1991__colorpl2_figa.tif
".\pottery\Thessaly\Decoration\Thessaly__Incised(B2)__Alram_2015__pl60_figI,2-100.tif",Thessaly,Decoration,Incised(B2),PWAE9N9I,"pl60_figI,2-100.tif","Thessaly__Incised(B2)__Alram_2015__pl60_figI,2-100.tif"
.\pottery\Thessaly\Decoration\Thessaly__Monochrome_Red__Alram_2015__pl54_figAXI-001.tif,Thessaly,Decoration,Monochrome_Red,PWAE9N9I,pl54_figAXI-001.tif,Thessaly__Monochrome_Red__Alram_2015__pl54_figAXI-001.tif
.\pottery\Thessaly\Decoration\Thessaly__Monochrome_Undecorated__Alram_2015__pl56_figAIV-022.tif,Thessaly,Decoration,Monochrome_Undecorated,PWAE9N9I,pl56_figAIV-022.tif,Thessaly__Monochrome_Undecorated__Alram_2015__pl56_figAIV-022.tif
".\pottery\Thessaly\Decoration\Thessaly__Red_Burnished__Alram_2015__pl57_figI,17-021.tif",Thessaly,Decoration,Red_Burnished,PWAE9N9I,"pl57_figI,17-021.tif","Thessaly__Red_Burnished__Alram_2015__pl57_figI,17-021.tif"
.\pottery\Thessaly\Decoration\Thessaly__Red_On_Red__Alram_1991__colorpl3_figa.tif,Thessaly,Decoration,Red_On_Red,QUH9G5V3,colorpl3_figa.tif,Thessaly__Red_On_Red__Alram_1991__colorpl3_figa.tif
.\pottery\Thessaly\Decoration\Thessaly__Red_On_White__Alram_2015__pl54_figAVI-021.tif,Thessaly,Decoration,Red_On_White,PWAE9N9I,pl54_figAVI-021.tif,Thessaly__Red_On_White__Alram_2015__pl54_figAVI-021.tif
.\pottery\Thessaly\Decoration\Thessaly__Scraped__Alram_1991__colorpl2_figb.tif,Thessaly,Decoration,Scraped,QUH9G5V3,colorpl2_figb.tif,Thessaly__Scraped__Alram_1991__colorpl2_figb.tif
".\pottery\Thessaly\Decoration\Thessaly__White_On_Red__Alram_2015__pl70_figI,2-192.tif",Thessaly,Decoration,White_On_Red,PWAE9N9I,"pl70_figI,2-192.tif","Thessaly__White_On_Red__Alram_2015__pl70_figI,2-192.tif"
".\pottery\Thessaly\Detail\Thessaly__Double_Tab_Handle__Alram_2015__pl162_figI,4-056.tif",Thessaly,Detail,Double_Tab_Handle,PWAE9N9I,"pl162_figI,4-056.tif","Thessaly__Double_Tab_Handle__Alram_2015__pl162_figI,4-056.tif"
.\pottery\Thessaly\Detail\Thessaly__Elephant_Lug__Weisshaar_1989__pl21_fig3.tif,Thessaly,Detail,Elephant_Lug,G7MRJ8EQ,pl21_fig3.tif,Thessaly__Elephant_Lug__Weisshaar_1989__pl21_fig3.tif
.\pottery\Thessaly\Detail\Thessaly__Flat_Base__Alram_2015__pl102_figAIV-045.tif,Thessaly,Detail,Flat_Base,PWAE9N9I,pl102_figAIV-045.tif,Thessaly__Flat_Base__Alram_2015__pl102_figAIV-045.tif
".\pottery\Thessaly\Detail\Thessaly__High_Strap_Handle_With_Knob__Alram_2015__pl161_figI,4-041.tif",Thessaly,Detail,High_Strap_Handle_With_Knob,PWAE9N9I,"pl161_figI,4-041.tif","Thessaly__High_Strap_Handle_With_Knob__Alram_2015__pl161_figI,4-041.tif"
".\pottery\Thessaly\Detail\Thessaly__Horned_Strap_Handle__Alram_2015__pl154_figI,3-014.tif",Thessaly,Detail,Horned_Strap_Handle,PWAE9N9I,"pl154_figI,3-014.tif","Thessaly__Horned_Strap_Handle__Alram_2015__pl154_figI,3-014.tif"
.\pottery\Thessaly\Detail\Thessaly__Horn_Handle__Weisshaar_1989__pl21_fig15.tif,Thessaly,Detail,Horn_Handle,G7MRJ8EQ,pl21_fig15.tif,Thessaly__Horn_Handle__Weisshaar_1989__pl21_fig15.tif
".\pottery\Thessaly\Detail\Thessaly__Knob__Alram_2015__pl160_figI,4-038.tif",Thessaly,Detail,Knob,PWAE9N9I,"pl160_figI,4-038.tif","Thessaly__Knob__Alram_2015__pl160_figI,4-038.tif"
".\pottery\Thessaly\Detail\Thessaly__Ledge_Lug__Alram_2015__pl188_figI,5-017.tif",Thessaly,Detail,Ledge_Lug,PWAE9N9I,"pl188_figI,5-017.tif","Thessaly__Ledge_Lug__Alram_2015__pl188_figI,5-017.tif"
".\pottery\Thessaly\Detail\Thessaly__Pedestal_Base__Alram_2015__pl155_figI,3-022.tif",Thessaly,Detail,Pedestal_Base,PWAE9N9I,"pl155_figI,3-022.tif","Thessaly__Pedestal_Base__Alram_2015__pl155_figI,3-022.tif"
".\pottery\Thessaly\Detail\Thessaly__Rim_Attachement__Alram_2015__pl129_figI,2-028.tif",Thessaly,Detail,Rim_Attachement,PWAE9N9I,"pl129_figI,2-028.tif","Thessaly__Rim_Attachement__Alram_2015__pl129_figI,2-028.tif"
".\pottery\Thessaly\Detail\Thessaly__Ring_Handle__Alram_2015__pl161_figI,4-048.tif",Thessaly,Detail,Ring_Handle,PWAE9N9I,"pl161_figI,4-048.tif","Thessaly__Ring_Handle__Alram_2015__pl161_figI,4-048.tif"
".\pottery\Thessaly\Detail\Thessaly__Rolled_Rim__Alram_2015__pl166_figI,4-103.tif",Thessaly,Detail,Rolled_Rim,PWAE9N9I,"pl166_figI,4-103.tif","Thessaly__Rolled_Rim__Alram_2015__pl166_figI,4-103.tif"
".\pottery\Thessaly\Detail\Thessaly__Small_Ring_Handle__Alram_2015__pl159_figI,4-013.tif",Thessaly,Detail,Small_Ring_Handle,PWAE9N9I,"pl159_figI,4-013.tif","Thessaly__Small_Ring_Handle__Alram_2015__pl159_figI,4-013.tif"
".\pottery\Thessaly\Detail\Thessaly__Spout__Alram_2015__pl166_figI,4-102.tif",Thessaly,Detail,Spout,PWAE9N9I,"pl166_figI,4-102.tif","Thessaly__Spout__Alram_2015__pl166_figI,4-102.tif"
".\pottery\Thessaly\Detail\Thessaly__Strap_Handle_With_Knob__Alram_2015__pl157_figI,3-049.tif",Thessaly,Detail,Strap_Handle_With_Knob,PWAE9N9I,"pl157_figI,3-049.tif","Thessaly__Strap_Handle_With_Knob__Alram_2015__pl157_figI,3-049.tif"
.\pottery\Thessaly\Detail\Thessaly__Strap_Handle__Alram_2015__pl92_figAVII-015.tif,Thessaly,Detail,Strap_Handle,PWAE9N9I,pl92_figAVII-015.tif,Thessaly__Strap_Handle__Alram_2015__pl92_figAVII-015.tif
".\pottery\Thessaly\Detail\Thessaly__Stringhole_Lug__Alram_2015__pl201_figI,OF-037.tif",Thessaly,Detail,Stringhole_Lug,PWAE9N9I,"pl201_figI,OF-037.tif","Thessaly__Stringhole_Lug__Alram_2015__pl201_figI,OF-037.tif"
".\pottery\Thessaly\Detail\Thessaly__Tab_Handle__Alram_2015__pl165_figI,4-095.tif",Thessaly,Detail,Tab_Handle,PWAE9N9I,"pl165_figI,4-095.tif","Thessaly__Tab_Handle__Alram_2015__pl165_figI,4-095.tif"
".\pottery\Thessaly\Detail\Thessaly__Triangular_Ring_Handle__Alram_2015__pl126_figI,1-001.tif",Thessaly,Detail,Triangular_Ring_Handle,PWAE9N9I,"pl126_figI,1-001.tif","Thessaly__Triangular_Ring_Handle__Alram_2015__pl126_figI,1-001.tif"
".\pottery\Thessaly\Detail\Thessaly__Vertical_Knob_Row__Alram_2015__pl200_figI,OF-028.tif",Thessaly,Detail,Vertical_Knob_Row,PWAE9N9I,"pl200_figI,OF-028.tif","Thessaly__Vertical_Knob_Row__Alram_2015__pl200_figI,OF-028.tif"
".\pottery\Thessaly\Detail\Thessaly__Wishbone_Handle__Alram_2015__pl138_figI,2-121.tif",Thessaly,Detail,Wishbone_Handle,PWAE9N9I,"pl138_figI,2-121.tif","Thessaly__Wishbone_Handle__Alram_2015__pl138_figI,2-121.tif"
".\pottery\Thessaly\Detail\Thessaly__Zoomorphic_Handle_Attachement__Alram_2015__pl180_figI,4-256.tif",Thessaly,Detail,Zoomorphic_Handle_Attachement,PWAE9N9I,"pl180_figI,4-256.tif","Thessaly__Zoomorphic_Handle_Attachement__Alram_2015__pl180_figI,4-256.tif"
.\pottery\Thessaly\Form\Thessaly__Amphora__Alram_2015__taf57_figI17_021.tif,Thessaly,Form,Amphora,PWAE9N9I,taf57_figI17_021.tif,Thessaly__Amphora__Alram_2015__taf57_figI17_021.tif
.\pottery\Thessaly\Form\Thessaly__Askos__Hauptmann_1981__taf20_fig5.tif,Thessaly,Form,Askos,9KUZXP33,taf20_fig5.tif,Thessaly__Askos__Hauptmann_1981__taf20_fig5.tif
.\pottery\Thessaly\Form\Thessaly__Baking_Pan__Alram_2015__taf80_figb.tif,Thessaly,Form,Baking_Pan,PWAE9N9I,taf80_figb.tif,Thessaly__Baking_Pan__Alram_2015__taf80_figb.tif
.\pottery\Thessaly\Form\Thessaly__Basin__Papathanassopoulos_1996__p256_fig105.tif,Thessaly,Form,Basin,56BZVM8K,p256_fig105.tif,Thessaly__Basin__Papathanassopoulos_1996__p256_fig105.tif
.\pottery\Thessaly\Form\Thessaly__Bowl__Papathanassopoulos_1996__p264_fig117.tif,Thessaly,Form,Bowl,56BZVM8K,p264_fig117.tif,Thessaly__Bowl__Papathanassopoulos_1996__p264_fig117.tif
.\pottery\Thessaly\Form\Thessaly__Carinated_Bowl__Hauptmann_1981__taf21_fig5.tif,Thessaly,Form,Carinated_Bowl,9KUZXP33,taf21_fig5.tif,Thessaly__Carinated_Bowl__Hauptmann_1981__taf21_fig5.tif
.\pottery\Thessaly\Form\Thessaly__Cheese_Pot__Weisshaar_1989__taf62_fig4.tif,Thessaly,Form,Cheese_Pot,G7MRJ8EQ,taf62_fig4.tif,Thessaly__Cheese_Pot__Weisshaar_1989__taf62_fig4.tif
.\pottery\Thessaly\Form\Thessaly__Collared_Jar__Papathanassopoulos_1996__p260_fig111.tif,Thessaly,Form,Collared_Jar,56BZVM8K,p260_fig111.tif,Thessaly__Collared_Jar__Papathanassopoulos_1996__p260_fig111.tif
.\pottery\Thessaly\Form\Thessaly__Cup__Papathanassopoulos_1996__p255_fig101.tif,Thessaly,Form,Cup,56BZVM8K,p255_fig101.tif,Thessaly__Cup__Papathanassopoulos_1996__p255_fig101.tif
